student_id,school_id,local_id,age,female,f_col,gpa,private_component
98,0,98,14,1,0,2.044361398347446,1.0282886859535056
99,0,99,15,1,0,2.1219941132971005,1.3669921953597197
100,0,100,15,0,1,2.6435981657352716,1.4147018833981881
101,0,101,14,0,0,2.357091256799505,1.3827011205799125
102,0,102,16,0,1,3.2512522149548038,2.1282840922539195
103,0,103,16,1,0,2.8557391562286587,1.8466633575541764
104,0,104,17,1,0,2.0935216303884503,1.3445288390393282
105,0,105,17,1,0,2.7684547024430994,1.7117546412588585
106,0,106,14,0,0,1.173354450743592,1.173354450743592
107,0,107,16,0,0,2.4406068700565613,1.55455318799862
108,0,108,15,0,1,2.6698767340354106,1.642937305098324
109,0,109,16,0,0,2.0286179555707573,1.0968325875974312
110,0,110,15,0,0,2.583604502694243,1.5005751384338233
111,0,111,15,1,0,1.4075767400160313,1.4075767400160313
112,0,112,15,1,0,2.8433754120605035,1.6822564571601473
113,0,113,14,0,0,2.4987683781992187,1.6260053525552138
114,0,114,14,0,1,1.4522861005053258,1.4522861005053258
115,0,115,14,1,0,2.5221333384105136,1.6223092989192192
116,0,116,14,0,0,2.049156199039964,1.1222350784196498
117,0,117,15,0,1,2.954706123844219,1.7398661015340742
118,0,118,13,0,0,2.3425877777891135,1.3538216121167719
119,0,119,16,1,0,2.6387105454124264,1.5743934288100667
120,0,120,18,0,1,1.9609369181927556,1.9609369181927556
121,0,121,16,0,0,2.01606687806495,1.3089886604806003
122,0,122,15,0,0,2.2676908255417025,1.2903146434910098
123,0,123,14,1,1,3.427550400567698,2.3466258958199195
124,0,124,15,0,0,2.2833025364315214,1.352038510786398
125,0,125,15,0,1,2.9107069409787116,1.8268933889107397
126,0,126,16,0,1,1.8700009075467405,1.8700009075467405
127,0,127,15,1,0,2.6548814513249006,1.4497757665081936
128,0,128,16,0,0,2.036166165180657,1.1831170200386316
129,0,129,16,1,1,2.794228521747784,1.7789728766248838
130,0,130,14,1,0,1.4736578175782176,1.4736578175782176
131,0,131,17,0,0,2.5298936824817124,1.624590151975073
132,0,132,15,1,0,2.4302910609166903,1.277990875819152
133,0,133,14,0,1,2.452501155853934,1.4471268174154794
134,0,134,15,0,1,2.6863665018630805,1.9883173575736721
135,0,135,14,0,0,2.0236710162078984,1.3125157803667316
136,0,136,14,0,0,2.8632433929029597,1.6004406142255485
137,0,137,17,0,0,2.141232580587878,1.3738472347255986
138,0,138,15,1,0,2.0957655194155542,1.1522475568123682
139,0,139,15,1,1,2.7653435812794727,1.8276915738750223
140,0,140,13,1,0,2.3891443002821755,1.1294802844106293
141,0,141,16,0,0,1.8440323049103577,1.0646716774439546
142,0,142,17,0,0,2.7447998186973352,1.8335280988494467
143,0,143,14,1,0,1.9996183233687606,1.2911331513817748
144,0,144,15,0,0,1.459596143319155,1.459596143319155
145,0,145,15,1,1,2.973502534394676,1.556228946117435
146,0,146,15,0,1,2.9380623171673075,1.7988539575365476
147,0,147,16,1,0,1.8762831671641624,1.8762831671641624
148,0,148,16,1,0,2.4245998747230177,1.5068426509023924
149,0,149,16,1,0,2.4111670664179137,1.6388720119684734
150,0,150,15,1,0,2.2396892750391566,1.2305028548567056
151,0,151,13,0,1,2.294596683806661,1.4801939047596726
152,0,152,14,0,0,2.1691334873813495,1.15744879096826
153,0,153,15,1,1,2.9905413736938504,2.0151895597694147
154,0,154,15,1,0,2.210773415597553,1.5604796326646415
155,0,155,16,0,0,2.656987435658453,1.570387960008873
156,0,156,14,0,1,2.886767130374801,1.4668344318143525
157,0,157,14,1,1,2.4899642430908,1.712747544101743
158,0,158,13,1,0,2.51656580610746,1.4197248467798123
159,0,159,15,0,1,2.794309442523791,2.0745237813331263
160,0,160,15,0,1,2.5102359094297464,1.869418155497223
161,0,161,13,0,1,1.6506926440697116,1.6506926440697116
162,0,162,16,1,0,2.76906863252717,1.8171814602227256
163,0,163,16,1,0,2.5463266480635696,1.5385394463458495
164,0,164,14,0,0,2.722118423144148,1.5679354916749015
165,0,165,13,1,0,2.398758732652989,1.363396863531022
166,0,166,16,0,0,2.2961512637387607,1.1858824618377557
167,0,167,14,0,0,2.2730058607355934,1.2315579141714332
168,0,168,14,1,1,2.1979869355092583,1.7601080925135117
169,0,169,13,1,0,2.6688519473991246,1.5717247983858393
170,0,170,15,0,0,2.373889779815341,1.5001763094604206
171,0,171,14,1,0,2.2396716126841136,1.3473843528270029
172,0,172,15,1,0,2.511946583706462,1.4048605776299479
173,0,173,14,0,1,2.6570904967671596,1.5650875421784005
174,0,174,15,0,1,2.3499015076338017,1.4860597516433762
175,0,175,15,0,1,2.885167748351385,1.909341510951105
176,0,176,15,0,0,2.1870232525734297,1.0983256775097694
177,0,177,16,0,1,2.650381375985848,1.5436053978084234
178,0,178,14,1,0,2.231307124228391,1.2230377683797617
179,0,179,14,1,1,2.7323616573157796,1.898135059036634
180,0,180,14,1,1,3.4319634260367877,2.141224984093268
181,0,181,17,1,0,3.268325503134725,2.290772565126369
182,0,182,17,1,0,2.3477399840006212,1.5844315645168678
183,0,183,15,0,0,2.2177247164401312,1.2778026119303034
184,0,184,14,1,0,2.2626450406959173,1.3550080436565868
185,0,185,16,0,0,1.314707073464145,1.314707073464145
186,0,186,15,1,1,2.5030286613357458,1.6753171710713877
187,0,187,17,1,0,3.1664671636431194,1.9004054494339881
188,0,188,13,0,0,2.0428369831293156,1.1244946439258539
189,0,189,15,1,1,2.6022567591297925,1.7479124060873699
190,0,190,16,1,1,3.5012140215875727,2.398350557321988
191,0,191,16,1,1,2.8919876873402277,2.0956717541590826
192,0,192,16,1,1,2.111279700827931,2.111279700827931
193,0,193,16,0,1,3.0122238791138933,1.8365140426512503
194,0,194,14,0,1,2.2029119572140687,1.4335742473774848
195,0,195,13,0,0,1.0163944587105707,1.0163944587105707
196,0,196,17,1,0,3.0708889462516495,1.8326811733032982
197,0,197,16,0,1,2.9008484875473437,2.003182401196171
198,0,198,13,0,1,2.4673695403312674,1.3946992267699514
199,0,199,16,1,1,2.8322183464812536,1.7470082486090717
200,0,200,15,1,1,2.6036816415398625,1.6302897019481615
201,0,201,15,1,1,2.858045692983258,2.00112783107328
202,0,202,15,1,1,3.225930058426858,2.260400230293803
203,0,203,15,0,1,2.9135553934841365,1.9000587258110928
204,0,204,17,1,1,2.620203795413228,1.8451224446260197
205,0,205,17,1,0,3.0897267022382326,2.1238461813159613
206,0,206,15,1,1,1.8912677204072796,1.8912677204072796
207,0,207,14,0,0,1.1356710408356538,1.1356710408356538
208,0,208,16,1,1,2.4622657048232504,1.7662467743742298
209,0,209,13,0,1,2.2586651616003195,1.4405819920280798
210,0,210,15,1,0,2.37046791585019,1.2255687875078711
211,0,211,16,0,1,2.5063450461184438,1.657013918735186
212,0,212,15,1,0,2.1127201914079405,1.5595104999560987
213,0,213,16,0,0,2.4570652167988767,1.4621917859149
214,0,214,15,0,0,1.1598513609272554,1.1598513609272554
215,0,215,14,1,1,2.5734300335106255,1.7565706303770883
216,0,216,15,1,0,2.759349654469349,1.9079018581253113
217,0,217,16,1,0,2.287744221901136,1.3617315261404488
218,0,218,16,1,0,2.0864604074791426,1.6485815644833963
219,0,219,17,0,0,2.010387893982215,1.201309339482043
220,0,220,14,0,0,2.0633929321321487,1.133989669134401
221,0,221,15,1,1,1.8676505248634228,1.8676505248634228
222,0,222,16,0,0,1.993062507860619,1.137601164707399
223,0,223,14,0,0,2.272452590337013,1.3053731073699726
224,0,224,15,0,1,2.807542590208409,1.770109001033266
225,0,225,14,1,1,1.7705844881208828,1.7705844881208828
226,0,226,14,1,1,2.4886450918119234,1.6040992580331679
227,0,227,14,1,1,1.8605119145024707,1.8605119145024707
228,0,228,15,1,0,2.2495764476312963,1.3704891293755481
229,0,229,16,1,1,3.6295448271902067,2.437921866171348
230,0,230,15,0,0,2.4074105598615865,1.2568723769324994
231,0,231,13,0,0,1.9056522027152922,1.0781895424703967
232,0,232,16,1,0,2.3434971505264457,1.4043325365420345
233,0,233,15,0,0,2.639090821267705,1.3657012971159286
234,0,234,13,0,0,2.2384739373677904,1.2035973066104066
235,0,235,13,1,0,2.485727613194615,1.5476729651482026
236,0,236,15,0,0,2.7334154025326427,1.6104218808509525
237,0,237,15,0,0,2.1699764228011276,1.1418445871031584
238,0,238,14,0,0,2.190957601468402,1.401901201164921
239,0,239,13,0,0,2.0473515981497186,1.1719285541729403
240,0,240,14,0,1,2.267316246059553,1.5110632674110407
241,0,241,16,1,0,2.4528882038176043,1.5874103217844315
242,0,242,17,1,1,3.09186674839282,2.1649579822732736
243,0,243,14,1,0,2.396591736627131,1.3477095967840318
244,0,244,15,1,0,2.5439670264195366,1.5163680828605512
245,0,245,15,1,0,2.951206230474532,1.7970411010354386
246,0,246,17,1,0,2.6602841466152807,1.5447458340969107
247,0,247,17,1,1,3.121968430810828,2.042064250182439
248,0,248,15,0,1,2.8756164488603386,1.5828314303567668
249,0,249,16,1,0,2.573710775560344,1.665933445273048
250,0,250,15,1,1,2.8092833950829994,1.9729601285323701
251,0,251,15,1,0,2.2014866881272495,1.3855581092628402
252,0,252,14,0,0,2.260591796533604,1.2046023372547676
253,0,253,16,1,0,2.446122530557936,1.5110085057369542
254,0,254,17,0,1,1.6162370493171097,1.6162370493171097
255,0,255,16,1,0,1.522627477451633,1.522627477451633
256,0,256,15,0,1,1.8936746921627008,1.8936746921627008
257,0,257,14,0,1,2.833939116114193,1.8558850401055025
258,0,258,16,1,1,3.609829270514638,2.2851553614761952
259,0,259,16,1,0,2.339422581862134,1.516168078812429
260,0,260,17,1,1,3.068510185991167,2.361483718852243
261,0,261,13,1,0,2.422322132691178,1.5983077982384335
262,0,262,14,0,0,2.1676459431768067,1.2217949452115735
263,0,263,15,1,1,2.9224977277564426,1.9263847577902051
264,0,264,16,0,0,2.2203091280420058,1.2357810021203017
265,0,265,18,0,1,2.7582439083485046,1.8166012245355656
266,0,266,16,0,0,2.2249213625267577,1.0822544202338253
267,0,267,13,1,1,2.263462940658545,1.5730921199023646
268,0,268,14,1,0,1.9966426378837916,1.309090401336475
269,0,269,14,0,0,2.703031088604868,1.394712804210414
270,0,270,16,1,1,3.4448487589431496,2.3929452451261723
271,0,271,16,0,0,2.206340835175558,1.3532916900335328
272,0,272,15,1,1,2.0563408966689516,2.0563408966689516
273,0,273,13,0,1,1.9153308294211238,1.9153308294211238
274,0,274,13,0,0,2.457327951182021,1.4480650570119777
275,0,275,15,1,0,2.674036214468502,1.6886635445896094
276,0,276,14,1,0,1.9612565932750425,1.0920818453223609
277,0,277,15,1,1,1.8316740753899654,1.8316740753899654
278,0,278,14,1,1,2.930714657199926,1.7980123643237522
279,0,279,14,0,1,2.726731236266019,1.7108900046640636
280,0,280,16,1,0,1.5331967520290208,1.5331967520290208
281,0,281,14,0,0,2.4638103489488907,1.5969666170458805
282,0,282,15,0,1,2.5709887630751447,1.6709734204876063
283,0,283,15,0,1,1.4035705075225686,1.4035705075225686
284,0,284,15,0,1,2.7536179711054194,1.8769213313157187
285,1,0,15,1,1,3.226859512857739,2.2446804241085125
286,1,1,16,1,0,2.49844660799239,1.5516152777235612
287,1,2,16,0,1,2.917367024018828,2.023557807066903
288,1,3,14,0,0,1.9662777151255195,1.2403730766738073
289,1,4,14,1,0,2.6783963757582203,1.6408596034400986
290,1,5,13,1,1,2.898488419398606,1.9054480699481084
291,1,6,15,1,1,3.247140048751201,1.876772281060312
292,1,7,15,0,1,2.8264837256617867,1.7406269209768737
293,1,8,15,1,0,2.572635813414228,1.5777837498881682
294,1,9,15,1,1,3.230865079753962,2.0674835708781303
295,1,10,14,1,1,3.073659421471258,2.132493028378767
296,1,11,16,1,0,2.9646446124323766,1.795036051308852
297,1,12,14,1,1,3.0568474818126274,2.0442191469656046
298,1,13,15,0,1,2.846979112991003,1.8810923120261696
299,1,14,14,1,1,3.4341633809319916,2.0839143133842652
300,1,15,14,0,0,2.526486753899664,1.5224302593251062
301,1,16,16,0,0,2.6750052446424757,1.8369947104691708
302,1,17,17,1,1,3.191516670590042,2.192928195987686
303,1,18,16,1,1,3.1605823034216183,2.05492558771636
304,1,19,15,1,0,2.662632644949005,1.7397508748640491
305,1,20,15,1,0,1.4251014538105446,1.4251014538105446
306,1,21,17,1,0,3.0395850444407833,1.923987318415416
307,1,22,16,0,0,1.39461762089063,1.39461762089063
308,1,23,16,1,1,3.3102625874158256,1.859653400646288
309,1,24,15,1,1,2.8314231188669474,1.7769179880826016
310,1,25,15,0,0,2.140757292761762,1.563226856618599
311,1,26,16,1,1,3.0008302252255072,2.020260950075201
312,1,27,16,0,0,1.5014189631540622,1.5014189631540622
313,1,28,13,0,1,1.7933684472443505,1.7933684472443505
314,1,29,15,1,1,3.2475223736012357,2.0707733875041123
315,1,30,15,1,0,2.771143707222868,1.762160467498021
316,1,31,16,0,0,2.7594313676826543,1.6331212861614142
317,1,32,13,0,0,2.371669282686395,1.2284643173859011
318,1,33,15,0,1,3.243091928810188,2.185412587440074
319,1,34,16,1,0,2.946198197468644,1.6570535594151312
320,1,35,15,0,0,2.574353546638978,1.5184904333547096
321,1,36,15,0,0,2.419682128239515,1.2490601275396545
322,1,37,15,1,1,3.1287197429590514,2.0771401345686322
323,1,38,14,1,0,2.1522290372056814,1.1227581033658427
324,1,39,13,0,1,2.328628248735487,1.650554327325718
325,1,40,16,0,1,2.842284536342719,2.037029405123178
326,1,41,18,0,1,2.127629210874201,2.127629210874201
327,1,42,14,0,1,3.454250795182452,2.312485825221212
328,1,43,14,1,1,2.966396155612421,1.7911860484224924
329,1,44,15,1,1,3.0512862248979697,1.9814042911742549
330,1,45,15,1,0,2.7425953938751726,1.766844863250511
331,1,46,14,0,0,2.795846663856413,1.3910445156750986
332,1,47,16,1,0,2.449716781142999,1.4498133062283443
333,1,48,15,1,1,3.068904055202906,1.959674834672544
334,1,49,15,1,0,1.5150257642605554,1.5150257642605554
335,1,50,15,1,1,1.8365221434532768,1.8365221434532768
336,1,51,15,1,1,3.2235386421216634,2.2464429996441133
337,1,52,16,0,1,2.3703879566678685,1.8579648657288872
338,1,53,17,1,0,2.818256705035546,1.8310003498005252
339,1,54,13,1,0,2.755594079805353,1.5311461651376947
340,1,55,16,1,1,2.743910832686828,1.946561706365819
341,1,56,15,1,0,2.5292935757468333,1.3935814821177657
342,1,57,17,0,0,2.528874167136393,1.5347745555083563
343,1,58,14,1,0,2.418484865598182,1.481114551938745
344,1,59,18,0,0,2.791853802787452,1.792346564315274
345,1,60,15,1,1,2.716239932814415,1.884414481145981
346,1,61,16,0,0,2.653886536807499,1.615347945937692
347,1,62,14,1,0,2.700225650222544,1.673045839957678
348,1,63,15,1,1,3.436083780786079,2.339460056361549
349,1,64,15,1,0,2.113694085058029,1.3575756492126667
350,1,65,15,1,0,2.34590864312814,1.4827875511487192
351,1,66,13,1,1,2.940006816246968,1.9212568829091525
352,1,67,14,0,1,2.7742238293449764,1.5140940423279161
353,1,68,14,1,1,3.3353639559675967,2.211221536468757
354,1,69,17,0,0,3.6214600460922846,2.272056240465699
355,1,70,14,1,1,3.09247624319076,2.3068305601220493
356,1,71,14,1,1,3.1826738273378434,2.2619610346347674
357,1,72,17,1,0,2.866195362127072,1.9967030542517312
358,1,73,16,0,1,2.548594656795346,1.7304309410006755
359,1,74,16,1,1,3.171558265435043,2.0224144067409635
360,1,75,13,1,0,2.7371644058812494,1.6615063069998777
361,1,76,15,0,0,2.863586437682342,1.5477209626846
362,1,77,14,1,1,1.7340351800264817,1.7340351800264817
363,1,78,16,1,0,2.6536314390257276,1.6823766001675842
364,1,79,15,0,0,2.3178463281765045,1.1960975810994836
365,1,80,16,0,1,2.376739112032147,1.7179105071419463
366,1,81,16,1,0,2.6237881774747054,1.5962964461868012
367,1,82,15,1,0,2.914099895507259,1.9496295155434895
368,1,83,13,1,0,2.0767734123239623,1.1133571565872826
369,1,84,16,1,0,2.6868746798919254,1.5506734186154676
370,1,85,15,1,0,1.3846040178391745,1.3846040178391745
371,1,86,16,0,1,2.0876446705868736,2.0876446705868736
372,1,87,14,1,0,2.5637390869375816,1.5018351363261757
373,1,88,16,0,0,2.8262067441677954,1.6407458882244494
374,1,89,15,1,0,2.9870246491506007,1.8523051411511176
375,1,90,15,0,0,2.343229941763408,1.2904733176057674
376,1,91,16,1,0,2.747807878422377,1.5344076242907212
377,1,92,16,1,0,2.4807090183347684,1.689299034606072
378,1,93,14,1,1,2.7358527600787266,1.8363187777010865
379,1,94,16,0,0,1.426616890174745,1.426616890174745
380,1,95,14,1,1,2.6771454766890104,1.6193645132061247
381,1,96,14,0,0,1.9621357774958677,1.0911817118677138
382,1,97,15,0,1,2.933542417945748,1.6812674390427698
383,1,98,16,0,1,3.0538203927239693,2.0370399902317535
384,1,99,15,0,0,2.1989144719306095,1.2195984580863097
385,1,100,15,1,0,2.20699266750261,1.3936604009337663
386,1,101,13,1,0,1.2080769697966045,1.2080769697966045
387,1,102,16,1,0,2.662778591115691,1.8716845174907621
388,1,103,14,1,1,3.105178577851129,2.147391548396298
389,1,104,15,0,0,1.2443118198153378,1.2443118198153378
390,1,105,16,1,0,2.861254743527615,1.9011870484792912
391,1,106,15,0,1,3.237214658057012,2.1542414721831165
392,1,107,15,0,0,2.4601108424508036,1.5296535078808304
393,1,108,15,1,1,3.0993885732545094,2.1393263252099404
394,1,109,16,0,1,2.95153618647782,1.950579543441837
395,1,110,14,1,1,3.040877481751693,1.9146298510916118
396,1,111,15,1,0,2.4265557716915445,1.3854854711269795
397,1,112,15,1,0,2.829523250131734,1.4409073272621165
398,1,113,17,0,0,2.5211920305261977,1.6418779893563153
399,1,114,14,0,1,2.448368827038991,1.4287218769743335
400,1,115,15,0,1,2.988956721886849,1.936778159545045
401,1,116,17,0,0,2.1960953496909075,1.1766426466230173
402,1,117,15,0,1,1.9781747877396532,1.9781747877396532
403,1,118,17,0,0,2.3269147131637915,1.5129426527528833
404,1,119,14,0,0,2.492122847733123,1.3538605489533202
405,1,120,16,1,1,2.892907141611751,1.9711163975977408
406,1,121,15,1,0,2.8872160042985135,1.75526070965675
407,1,122,15,0,1,2.983276428976759,1.815078788822424
408,2,0,15,0,0,1.8677739826216921,1.020513304624533
409,2,1,15,0,0,1.4892258021246143,1.4892258021246143
410,2,2,14,0,0,2.0189924137367794,1.2694871663523133
411,2,3,13,0,1,2.5928412025192475,1.5039969057543732
412,2,4,14,1,1,2.8119441257357396,1.9216071568794808
413,2,5,15,0,0,1.7434900289642012,1.2195382032150053
414,2,6,15,1,0,2.1320592823193003,1.2426798704223019
415,2,7,16,0,0,1.779141257666126,1.2434340023009516
416,2,8,15,0,0,1.9402962778909227,1.3582099907271774
417,2,9,15,0,0,1.1964083091272903,1.1964083091272903
418,2,10,16,0,1,1.3851316648720418,1.3851316648720418
419,2,11,15,0,1,2.1393431862317165,1.4161367953176949
420,2,12,16,0,0,1.152920400766742,1.152920400766742
421,2,13,13,1,0,1.1913039637141336,1.1913039637141336
422,2,14,15,1,0,2.639484135131133,1.5734657618373717
423,2,15,15,0,0,1.853853203122834,1.1540913620128015
424,2,16,13,0,1,2.0372797414554507,1.388228246646066
425,2,17,16,1,0,2.2361853783692016,1.305151755143418
426,2,18,14,1,1,2.067134915806194,1.436298648146748
427,2,19,15,1,0,2.1766223453695095,1.3643956824760162
428,2,20,15,0,0,2.1744191695608124,1.4904187844009094
429,2,21,16,1,0,2.647179769359793,1.5523630399942898
430,2,22,14,0,0,2.487286292937233,1.5483601476172066
431,2,23,13,1,0,2.11732134073285,1.3147438880231173
432,2,24,16,0,1,2.680711019752879,1.7477685325864694
433,2,25,16,1,1,1.5181280880717754,1.5181280880717754
434,2,26,15,1,0,2.0701856751802246,1.2264467211556118
435,2,27,15,0,1,2.372319573551862,1.5946555918158707
436,2,28,14,0,1,2.7064351667417728,1.617655839218437
437,2,29,14,0,0,2.194445059167753,1.374888664814285
438,2,30,14,0,0,1.2033849174479292,1.2033849174479292
439,2,31,14,1,1,2.60203349413639,1.8603238848750399
440,2,32,14,0,0,1.9959798673084341,1.3731035115984676
441,2,33,13,1,0,2.0760776924034587,1.2088432362781296
442,2,34,15,0,0,1.9690521596097392,1.1857492530076459
443,2,35,15,0,1,2.2981485930298318,1.434586788183022
444,2,36,16,0,0,2.074843070247522,1.2322468684784558
445,2,37,15,1,1,2.658693304741181,2.0164230293391023
446,2,38,15,0,0,2.412721459678232,1.459204113111042
447,2,39,15,1,0,1.3564790552233568,1.3564790552233568
448,2,40,13,0,1,2.051927719949556,1.3708625347493277
449,2,41,15,1,1,1.708164715746616,1.708164715746616
450,2,42,15,1,1,2.4328730745382066,1.6088010228364884
451,2,43,13,1,0,1.8977529678048346,1.1444699686253204
452,2,44,14,1,0,2.105326889863731,1.3860009995298257
453,2,45,16,0,0,1.8109532387853147,1.1249211188104316
454,2,46,16,1,1,2.947592959191702,2.198008173457956
455,2,47,15,1,0,2.1465985797930354,1.6033126081651774
456,2,48,15,1,0,1.825720116506821,1.2520043297041619
457,2,49,16,0,0,2.0762545190584714,1.375508099320034
458,2,50,13,1,0,2.3785393495185465,1.4049955889410872
459,2,51,13,1,0,1.8097651975138296,1.019295250000276
460,2,52,16,0,0,1.2652840877868834,1.2652840877868834
461,2,53,14,0,0,2.0131994471907277,1.3023655061838604
462,2,54,17,1,0,1.6797735609219129,1.6797735609219129
463,2,55,14,0,0,2.1419151285296927,1.1176846836186605
464,2,56,17,0,1,2.629264425105526,1.5474912374283496
465,2,57,15,0,0,1.9737951090206431,1.2772089630980306
466,2,58,13,0,1,1.3995229067367279,1.3995229067367279
467,2,59,16,1,1,3.1359378147975847,2.010315643487696
468,2,60,14,1,0,1.870348784441898,1.039498029043874
469,2,61,14,1,0,2.2357619015479115,1.313340103086674
470,2,62,16,0,0,2.5381279593884196,1.4498460900958703
471,2,63,15,0,0,1.9402876239032816,1.1942541027558295
472,2,64,16,0,0,2.009861321772,1.1652760315339241
473,2,65,16,1,0,2.834270147482827,1.774898825243282
